user_id,date,amount,category,type,merchant,location,payment_method
1016,5/3/2025,2496.68,utilities,Debit,Aguilar Group,Carolynstad,Credit Card
1016,3/29/2025,-149.14,utilities,Debit,Martin-Cannon,South Elizabeth,Debit Card
1016,5/19/2025,2560.62,travel,Debit,Moon Inc,North Stevenview,Debit Card
1016,4/2/2025,-43.94,groceries,Debit,"Hayes, Gonzalez and Garcia",Sarahview,ACH
1016,5/2/2025,-184.84,entertainment,Debit,"Combs, Myers and Thompson",Port Robertmouth,ACH
1016,3/24/2025,-327.45,travel,Debit,"French, Rodriguez and Robbins",Martinezview,Credit Card
1016,4/28/2025,1376.25,utilities,Debit,Parks Group,South Michaelhaven,Debit Card
1016,6/9/2025,2884.26,rent,Debit,Craig-Nolan,Hartmanstad,ACH
1016,5/16/2025,919.91,entertainment,Debit,Roberts and Sons,Lake Elizabethbury,Debit Card
1016,4/28/2025,830.59,entertainment,Debit,"Gallagher, Wright and Perry",Nicholschester,ACH
1017,5/6/2025,2842.66,salary,Credit,Henry-Martin,Port Benjaminport,Credit Card
1017,3/25/2025,1133,utilities,Debit,Harrison-Downs,West Teresa,Credit Card
1017,6/2/2025,-36.03,salary,Credit,Collins-Brown,East Randy,Debit Card
1017,4/10/2025,-158.76,groceries,Debit,Hicks-Cain,Browntown,ACH
1017,3/25/2025,1472.63,salary,Credit,"Castillo, Garcia and Brown",Port Bonnie,Credit Card
1017,3/29/2025,-190.62,rent,Debit,Henderson Ltd,West Barbaraport,Credit Card
1017,5/21/2025,1896.51,entertainment,Debit,Perez Group,Allisonburgh,ACH
1017,5/14/2025,2026.7,entertainment,Debit,Allen Group,North Bailey,Debit Card
1017,4/17/2025,-295.95,groceries,Debit,Kent-Carroll,West Evelyn,ACH
1017,4/15/2025,569.54,groceries,Debit,Pugh LLC,West Cindyfort,ACH
1017,6/4/2025,-418.41,rent,Debit,Hanson Inc,North Amandaport,ACH
1017,4/7/2025,2998.24,entertainment,Debit,"Pittman, Martinez and Jacobson",Erinland,Debit Card
1017,5/30/2025,750.24,utilities,Debit,Harris-Williams,Barberbury,Debit Card
1017,6/13/2025,1718.36,rent,Debit,Clay LLC,West Michael,ACH
1017,6/5/2025,688.9,utilities,Debit,Stephens-Hernandez,Mccarthyfort,Credit Card
1017,4/28/2025,2230.04,entertainment,Debit,Baldwin-Montgomery,Port Sabrina,Debit Card
1017,4/6/2025,1543.05,rent,Debit,"Bailey, Rollins and Carrillo",Lake Gina,Credit Card
1017,4/25/2025,227.01,utilities,Debit,Jones PLC,New Christina,ACH
1017,4/13/2025,974.07,travel,Debit,Thompson-James,Williamview,Credit Card
1017,5/21/2025,1486.87,travel,Debit,Clark Ltd,Jennifermouth,ACH
1018,6/8/2025,-83.07,entertainment,Debit,"Riley, Flores and Porter",East Johnland,Debit Card
1018,4/29/2025,2262.7,groceries,Debit,Wilson PLC,East Christine,ACH
1018,5/30/2025,2654.64,groceries,Debit,Rogers Group,West Shaneborough,Debit Card
1018,6/9/2025,266.7,salary,Credit,Johnson and Sons,Christianfort,ACH
1018,5/10/2025,1006.43,groceries,Debit,Shields-Gonzalez,South Samuelmouth,ACH
1018,5/18/2025,415.23,groceries,Debit,Thomas Group,South Jonathan,Credit Card
1018,4/20/2025,1036.29,entertainment,Debit,"Holt, Jennings and Scott",Edwardsstad,Debit Card
1018,4/4/2025,1789.8,travel,Debit,Alexander-Acosta,Port Peter,ACH
1018,5/24/2025,1886.01,groceries,Debit,Schneider and Sons,New Jeffrey,Credit Card
1018,3/31/2025,1983.36,utilities,Debit,"Pierce, Smith and Brown",South Crystal,ACH
1018,4/29/2025,1477.8,entertainment,Debit,Marquez LLC,Rodgershaven,Credit Card
1018,5/5/2025,2876.46,entertainment,Debit,"Garrison, Reed and Kirby",Michaelland,Debit Card
1018,5/15/2025,2942.08,utilities,Debit,"Yang, Robles and Glover",Lake Gloriafurt,Debit Card
1018,5/24/2025,-12.82,utilities,Debit,"King, Turner and Garrett",New Timothytown,ACH
1018,4/8/2025,2553.64,travel,Debit,Rodriguez Group,North Marc,ACH
1018,4/26/2025,930.18,salary,Credit,Bowen-Scott,Brycechester,Debit Card
1018,4/21/2025,1144.77,entertainment,Debit,Griffin and Sons,Brucestad,Debit Card
1018,5/26/2025,2184.51,salary,Credit,Jones-Yang,Port Brandonburgh,Debit Card
1018,4/19/2025,663.79,rent,Debit,Jones-Salazar,Schultzville,ACH
1018,4/27/2025,2232.09,entertainment,Debit,Garcia-Hunt,Port Hollyfort,Debit Card
1019,5/19/2025,1136.54,groceries,Debit,"Park, Welch and Archer",Thompsonburgh,ACH
1019,4/14/2025,1315.71,groceries,Debit,Russell-Lopez,Lake Kathryn,ACH
1019,4/20/2025,1124.32,rent,Debit,Miranda Group,Port Christopher,Debit Card
1019,5/28/2025,611.5,rent,Debit,Reeves-Johnson,West Steven,Debit Card
1019,5/25/2025,1736.77,utilities,Debit,Davis Ltd,East Saraville,ACH
1019,5/27/2025,1583.45,entertainment,Debit,"Lewis, Reynolds and Silva",North Spencer,Debit Card
1019,5/7/2025,2919.38,utilities,Debit,"Washington, Coleman and Ellis",New Jillstad,Debit Card
1019,6/1/2025,2698.69,travel,Debit,Klein Group,Smithport,ACH
1019,6/11/2025,2388.95,utilities,Debit,"Allen, Johnson and Wise",Port Austinshire,Debit Card
1019,3/27/2025,1059.9,salary,Credit,"Mathews, Nelson and Brown",Bryanfurt,Credit Card
1019,4/30/2025,493.2,travel,Debit,Miller PLC,East Christopherton,Credit Card
1019,6/13/2025,1558.96,salary,Credit,Hinton-Wang,Lake Allen,Credit Card
1019,5/29/2025,1049.72,salary,Credit,Walls and Sons,Thomasport,ACH
1019,3/29/2025,2541.62,travel,Debit,"Best, Smith and Erickson",East Adrienneborough,ACH
1019,6/15/2025,1065.77,salary,Credit,"Keller, Wilson and Bauer",Barrettburgh,ACH
1019,4/10/2025,2309.27,utilities,Debit,Robinson-Steele,Rileytown,Credit Card
1019,4/3/2025,2463.38,utilities,Debit,Washington-Thompson,Lake Jacobmouth,Credit Card
1019,4/15/2025,2235.99,salary,Credit,Stephenson and Sons,New Samanthatown,ACH
1019,5/12/2025,1458.55,entertainment,Debit,Green PLC,Beltranborough,ACH
1019,3/23/2025,1076.05,groceries,Debit,Newton-Anderson,North Charlesview,Credit Card
1020,6/6/2025,2162.1,entertainment,Debit,Guzman-Miller,New Wendyburgh,Credit Card
1020,4/25/2025,2264.55,groceries,Debit,"Durham, Green and Martinez",Franklinmouth,Credit Card
1020,3/24/2025,1857.73,utilities,Debit,"Smith, Holmes and Howe",North Daniel,ACH
1020,3/25/2025,2875.19,entertainment,Debit,Matthews and Sons,Port Karenville,Debit Card
1020,5/31/2025,2098.62,groceries,Debit,Wells-Sandoval,New Jesusview,ACH
1020,4/23/2025,995.89,travel,Debit,Johnson Group,West Richard,ACH
1020,5/14/2025,1981.13,entertainment,Debit,"Smith, Kemp and Byrd",West Jacquelineshire,ACH
1020,4/29/2025,1863.35,travel,Debit,Herring PLC,Port Joshua,ACH
1020,4/12/2025,588.93,salary,Credit,"Phelps, Meadows and Spears",Jasonmouth,Debit Card
1020,3/26/2025,-190.71,rent,Debit,Hester Group,Donaldtown,Debit Card
1020,6/1/2025,86.15,utilities,Debit,"Thomas, Santana and Williams",Darrylberg,Debit Card
1020,5/9/2025,2975.78,groceries,Debit,"Brown, Montgomery and Hughes",Douglashaven,Credit Card
1020,4/1/2025,894.23,entertainment,Debit,Dodson LLC,East Anthonyton,ACH
1020,4/20/2025,1084.63,groceries,Debit,"Livingston, Johnson and Garcia",Lake Donald,ACH
1020,4/21/2025,1675.1,entertainment,Debit,"Armstrong, Kaufman and Lee",Wilsonshire,ACH
1020,5/9/2025,2414.47,utilities,Debit,Jacobson-Livingston,East Jonathan,Credit Card
1020,6/6/2025,-490.46,entertainment,Debit,Rodriguez LLC,Lake Patriciamouth,Credit Card
1020,4/13/2025,2901.99,travel,Debit,Howell Group,Lake Jessica,Debit Card
1020,5/18/2025,2713.06,travel,Debit,Case Inc,Haleyton,ACH
1020,4/12/2025,810.46,groceries,Debit,Lee-Hess,Michaelstad,Credit Card
1021,5/31/2025,-379.18,utilities,Debit,Salas PLC,Valerieborough,ACH
1021,4/13/2025,1885.31,utilities,Debit,Porter Ltd,Kennethmouth,Debit Card
1021,5/1/2025,2408.76,rent,Debit,Lopez-Klein,Goodwinview,ACH
1021,4/19/2025,806.05,salary,Credit,Morton-Nguyen,East Mark,Credit Card
1021,5/23/2025,-389.09,travel,Debit,Clark Group,Matthewsmouth,Credit Card
1021,5/16/2025,14.2,entertainment,Debit,Webb-Smith,Port Robinborough,Credit Card
1021,3/30/2025,630.4,groceries,Debit,"Roman, Park and Ramsey",Emilyborough,ACH
1021,4/12/2025,2696.73,groceries,Debit,"Ingram, Dyer and Gomez",West Ryan,ACH
1021,3/23/2025,2491.98,entertainment,Debit,"Harrison, Sanchez and Santos",Grayside,ACH
1021,6/7/2025,2265.33,rent,Debit,"Wagner, Thomas and Williams",South Kelly,Debit Card
1021,6/18/2025,764.9,travel,Debit,Harris and Sons,Davidview,Debit Card
1021,5/28/2025,1811.43,travel,Debit,"Blair, Smith and Hamilton",Port Robert,ACH
1021,6/2/2025,-482.69,entertainment,Debit,"Horne, Robinson and Brown",North Ernest,Debit Card
1021,4/8/2025,2989.76,rent,Debit,"Hayes, Thomas and Singh",Port Theresaside,Credit Card
1021,4/18/2025,2381.94,travel,Debit,"Stuart, Parker and Liu",New Kathryn,ACH
1021,5/26/2025,213.83,rent,Debit,Ellison-Hale,South Elizabethborough,ACH
1021,4/12/2025,2108.64,rent,Debit,"Lynch, Stewart and Young",East Richardmouth,ACH
1021,5/2/2025,811.89,salary,Credit,Clarke-Johnson,Desireeville,Debit Card
1021,6/16/2025,283.24,salary,Credit,Taylor-Aguirre,Lake Johnberg,ACH
1021,5/18/2025,2400.31,entertainment,Debit,Carr and Sons,Port Marcus,Credit Card
1022,4/12/2025,2803.71,utilities,Debit,Smith-Martinez,Garciafort,Debit Card
1022,5/28/2025,1012.49,rent,Debit,Scott-Gonzales,East Ryan,Debit Card
1022,6/16/2025,-48.69,rent,Debit,Brady-Deleon,West Annaberg,ACH
1022,5/7/2025,2495.85,rent,Debit,Brown-Hull,South James,Debit Card
1022,4/16/2025,2011.85,travel,Debit,Knight Group,Danielton,ACH
1022,5/26/2025,2576.7,travel,Debit,Mcdonald-Mcclain,Lake Ronnieberg,Credit Card
1022,3/24/2025,1536.63,salary,Credit,"Mccann, Steele and Curtis",New Breanna,Debit Card
1022,6/17/2025,829.22,groceries,Debit,Cortez PLC,New Jeffrey,Credit Card
1022,6/17/2025,1814.41,groceries,Debit,Anderson-Guzman,Joanneborough,ACH
1022,4/26/2025,-154.6,travel,Debit,Salazar-Bentley,Mariatown,Debit Card
1022,6/10/2025,2111.58,travel,Debit,Lynch and Sons,West Kyle,ACH
1022,6/3/2025,2278.04,utilities,Debit,"Williams, Morgan and Adams",Jamestown,ACH
1022,3/25/2025,2616.96,travel,Debit,"Berry, Harvey and Schultz",Bowersview,ACH
1022,6/14/2025,153.74,salary,Credit,Keith-Morris,Gonzalezchester,ACH
1022,4/19/2025,2911.69,entertainment,Debit,Brown LLC,Karentown,ACH
1022,4/2/2025,2851.96,utilities,Debit,Smith LLC,New Michellechester,Credit Card
1022,4/29/2025,523.27,rent,Debit,Humphrey PLC,New Matthew,Debit Card
1022,5/23/2025,16.97,groceries,Debit,Meyers Ltd,South Ronaldshire,Debit Card
1022,5/16/2025,2051.22,rent,Debit,Gonzales and Sons,North Christopherland,ACH
1022,5/6/2025,510.71,groceries,Debit,Smith and Sons,Leehaven,ACH
1023,4/21/2025,794.65,salary,Credit,Clark and Sons,Lake Sherryberg,Debit Card
1023,4/27/2025,-212.15,travel,Debit,Sullivan-Cooper,Lake Maryberg,Debit Card
1023,5/30/2025,1811.28,travel,Debit,Walters-Santiago,Timothybury,Debit Card
1023,3/27/2025,-155.42,utilities,Debit,Cordova-Solomon,Perryville,Credit Card
1023,4/11/2025,1100.94,groceries,Debit,"Lee, Hill and Hickman",Krystalburgh,Credit Card
1023,6/6/2025,1465.51,travel,Debit,Mueller PLC,Tiffanyfurt,ACH
1023,6/4/2025,1595.22,entertainment,Debit,"Duran, Brown and Martinez",Markland,Debit Card
1023,5/24/2025,2055.04,entertainment,Debit,Lopez-Pham,West Edwardton,ACH
1023,5/2/2025,189.48,entertainment,Debit,"Wright, Pennington and Blair",Lake Anthony,Credit Card
1023,5/8/2025,1507.33,entertainment,Debit,Rogers-Harvey,South Lisaburgh,ACH
1023,5/1/2025,1882.31,rent,Debit,West-Schwartz,Ruizborough,Credit Card
1023,4/12/2025,2850.55,rent,Debit,Walker-Walter,Port Thomas,Credit Card
1023,5/28/2025,203.44,utilities,Debit,Chaney Ltd,East Craigbury,Credit Card
1023,4/29/2025,2389.27,salary,Credit,"Perez, Mitchell and Andrews",New Deborahstad,Debit Card
1023,4/27/2025,2270.9,utilities,Debit,Anderson-Galloway,West Kelli,ACH
1023,5/15/2025,2602.9,groceries,Debit,Norman-Cardenas,Lake Daniel,ACH
1023,3/23/2025,2521.28,travel,Debit,"Turner, Reyes and Campbell",Lake Chadfort,Credit Card
1023,5/7/2025,-99.21,rent,Debit,Santiago LLC,East William,ACH
1023,6/5/2025,2433.96,travel,Debit,Coleman-Arnold,North Jon,Debit Card
1023,4/24/2025,1106.17,rent,Debit,Smith PLC,West Williestad,Debit Card
1024,3/27/2025,-239.25,utilities,Debit,Martin Ltd,Lake Bethland,ACH
1024,4/12/2025,1585.82,entertainment,Debit,"Hobbs, Young and Lopez",Stevensontown,ACH
1024,6/5/2025,904.28,utilities,Debit,Shah and Sons,South Colin,Credit Card
1024,6/10/2025,1191.33,groceries,Debit,Allen-Anderson,Mcknightborough,Debit Card
1024,5/17/2025,662.65,salary,Credit,Green LLC,West Jesseland,Debit Card
1024,3/26/2025,2860.6,travel,Debit,"Wu, Garcia and Fisher",East Sarah,Credit Card
1024,5/17/2025,297.84,rent,Debit,Richardson-Cooper,Port Troyfurt,Credit Card
1024,4/10/2025,188.28,travel,Debit,"Branch, Gibbs and Wilson",East Chris,Debit Card
1024,3/27/2025,665.42,groceries,Debit,Wood-Smith,Reedmouth,ACH
1024,6/9/2025,2122.01,utilities,Debit,"Adkins, Thompson and Bennett",Chanmouth,Credit Card
1024,4/6/2025,-155.84,rent,Debit,Ross-Young,Anthonybury,ACH
1024,5/26/2025,1656.27,rent,Debit,Maxwell PLC,New Adammouth,Credit Card
1024,3/26/2025,2387.84,groceries,Debit,"Walker, Morrison and Flores",Lake Sethside,Debit Card
1024,4/24/2025,2832.08,entertainment,Debit,Gilbert-Coleman,Edwardsborough,Debit Card
1024,4/14/2025,1865.47,rent,Debit,"Garcia, Mahoney and Yang",Orozcoton,Credit Card
1024,5/24/2025,2288.3,entertainment,Debit,"Gordon, Herrera and Ballard",Cabrerastad,Credit Card
1024,3/27/2025,890.73,salary,Credit,Brown-Cordova,Jessicabury,Debit Card
1024,4/2/2025,-5.84,utilities,Debit,Gilbert-Hensley,South Pamela,ACH
1024,4/27/2025,1037.84,utilities,Debit,"Brown, House and Ochoa",Lindsaymouth,Debit Card
1024,4/15/2025,-330.21,salary,Credit,Garcia PLC,Port Hunter,Debit Card
1025,5/25/2025,581.33,entertainment,Debit,Knight PLC,Port Savannahhaven,Debit Card
1025,6/14/2025,2312.94,rent,Debit,Johnson-Rivera,Lake Justinland,ACH
1025,3/28/2025,1289.9,rent,Debit,Singh PLC,Hicksburgh,Debit Card
1025,5/28/2025,-198.2,salary,Credit,Strong-Turner,Nicholasville,ACH
1025,5/29/2025,1740.28,rent,Debit,Johnson-Lucas,South Davidborough,Debit Card
1025,5/30/2025,987.55,entertainment,Debit,Solomon and Sons,Port Dwayne,Credit Card
1025,6/11/2025,1458.75,groceries,Debit,"Webb, Becker and Martinez",Matthewmouth,Debit Card
1025,4/20/2025,-142.21,entertainment,Debit,Nelson Group,Mccoyshire,Debit Card
1025,6/4/2025,2381.46,entertainment,Debit,Garcia-Williams,Katherinestad,ACH
1025,4/15/2025,933.9,travel,Debit,Duncan-Moran,Brandonview,Credit Card
1025,4/5/2025,720.65,salary,Credit,Green Group,Erinshire,Credit Card
1025,5/14/2025,209.88,rent,Debit,"Morrison, Robbins and Fleming",Lake Jessicastad,ACH
1025,5/9/2025,1375.28,groceries,Debit,Obrien-Greene,Johnsonmouth,ACH
1025,4/4/2025,510.68,groceries,Debit,Hutchinson-James,Randyborough,Credit Card
1025,3/31/2025,2816.98,rent,Debit,"Black, Hall and Mathews",Adamston,Credit Card
1025,3/27/2025,1176.86,travel,Debit,Patterson Inc,Millerside,Debit Card
1025,6/12/2025,2216.05,groceries,Debit,Armstrong-Gonzalez,Juliastad,Credit Card
1025,5/9/2025,1560.91,rent,Debit,Mcgee-Schmitt,West Elizabethview,Credit Card
1025,5/4/2025,1135.78,utilities,Debit,"Lambert, Robinson and Phillips",East Danielle,Credit Card
1025,4/4/2025,1141.94,utilities,Debit,Cole LLC,Johnsonborough,ACH
1026,5/8/2025,1082.6,utilities,Debit,"Mathis, Turner and Davis",Christophershire,Debit Card
1026,4/25/2025,24.31,entertainment,Debit,Michael-Hayes,Flynnton,Debit Card
1026,5/4/2025,1904.05,utilities,Debit,Bray PLC,Cardenasborough,Debit Card
1026,5/1/2025,735.38,rent,Debit,Henderson PLC,East Carlos,Credit Card
1026,4/15/2025,1491.07,travel,Debit,"Osborne, Bauer and Snyder",Laurahaven,ACH
1026,5/18/2025,-114.82,travel,Debit,"Johnson, Hall and Ford",West Rachelmouth,Credit Card
1026,6/12/2025,2657.24,utilities,Debit,Williams Group,North Jessicaport,ACH
1026,6/11/2025,302.37,utilities,Debit,"Orozco, Ross and Lopez",Michaelshire,Credit Card
1026,4/17/2025,-12.91,utilities,Debit,"Dillon, Lewis and Patel",Christinaberg,ACH
1026,4/20/2025,1087.28,salary,Credit,Suarez Inc,South Stacy,Credit Card
1026,5/30/2025,2411.54,salary,Credit,"Faulkner, Kirby and Wilson",Lake Douglasport,Debit Card
1026,5/25/2025,1348.8,entertainment,Debit,"Pham, Stewart and Ramsey",Suzanneton,Credit Card
1026,6/8/2025,230.74,entertainment,Debit,"Welch, Herman and Macias",East Hunter,Debit Card
1026,5/12/2025,-394.75,groceries,Debit,Dixon PLC,Durhamshire,ACH
1026,4/2/2025,-451.74,salary,Credit,Jones Inc,West Jaredtown,Credit Card
1026,6/17/2025,-209.38,travel,Debit,Williams-Bentley,South Noahview,Credit Card
1026,4/6/2025,411.23,travel,Debit,George LLC,South Ebonyberg,ACH
1026,4/12/2025,1604.94,utilities,Debit,"Petersen, Edwards and Herman",Kellyport,Credit Card
1026,4/17/2025,2964.43,utilities,Debit,Madden-Fuentes,Hensonview,ACH
1026,3/29/2025,1279.63,rent,Debit,Guzman-Morris,Lake Mark,Debit Card
1027,3/29/2025,2581.92,travel,Debit,Pollard-Cohen,Lake Danielletown,Debit Card
1027,4/13/2025,1701.26,rent,Debit,"Hess, Jackson and Ward",Baldwinburgh,Credit Card
1027,5/4/2025,2567.34,entertainment,Debit,Warren Inc,South Michellefort,Debit Card
1027,5/20/2025,221.72,rent,Debit,"Newman, Mcdaniel and Martinez",Martinborough,Debit Card
1027,3/29/2025,42.91,utilities,Debit,Brown-Russell,Lake Russell,Credit Card
1027,6/6/2025,1597.38,travel,Debit,"Cordova, Smith and Gardner",Garciashire,Credit Card
1027,4/16/2025,34.62,groceries,Debit,Deleon Ltd,Ochoafort,Credit Card
1027,6/15/2025,550.15,entertainment,Debit,Lee Group,South Lucasburgh,Credit Card
1027,5/7/2025,2717.91,entertainment,Debit,Bennett Ltd,Christopherland,Credit Card
1027,5/11/2025,493.45,salary,Credit,Lopez-Hunter,Reginaview,Debit Card
1027,6/6/2025,2588.14,groceries,Debit,Baker-Park,Jenniferside,Credit Card
1027,6/12/2025,2709.39,entertainment,Debit,Day-Garcia,South Angelaland,Credit Card
1027,5/12/2025,99.49,entertainment,Debit,"Ward, Mclaughlin and Walker",Sullivanhaven,Credit Card
1027,5/5/2025,975.11,rent,Debit,"Romero, Poole and Parsons",Wilsonmouth,ACH
1027,5/21/2025,2385.04,rent,Debit,"Henderson, Green and Chavez",East Rebeccamouth,Debit Card
1027,4/25/2025,526.74,travel,Debit,Wall-Hobbs,Lake Dennis,Debit Card
1027,6/6/2025,2350.66,groceries,Debit,Martinez-Ortiz,Port Amyborough,Credit Card
1027,4/22/2025,1830.31,travel,Debit,"Sullivan, Mueller and Payne",North Heathertown,Debit Card
1027,5/1/2025,-338.92,utilities,Debit,"Adams, Ellis and Martin",Sandraton,Credit Card
1027,4/27/2025,2162.69,utilities,Debit,Jackson and Sons,East Douglas,Debit Card
1028,5/28/2025,2945.38,rent,Debit,"Anthony, Garner and Ross",West Anne,ACH
1028,5/13/2025,2873.12,travel,Debit,Nunez-Christian,Chaneybury,Debit Card
1028,3/22/2025,-98.65,rent,Debit,Ramos PLC,Kentside,ACH
1028,6/1/2025,165.78,utilities,Debit,"Cooley, Johnson and Gonzalez",Daltonfort,Debit Card
1028,4/27/2025,214.37,rent,Debit,"Schneider, Joseph and Lee",Chenberg,Credit Card
1028,6/12/2025,1513.73,entertainment,Debit,Williams-Moore,South Donald,Debit Card
1028,3/29/2025,2330.63,groceries,Debit,Giles-Jackson,West Laurenside,Credit Card
1028,3/30/2025,1125.38,rent,Debit,"Simpson, Sims and Humphrey",Calebtown,ACH
1028,4/4/2025,1053.32,utilities,Debit,Griffin-Waters,Lake Jessicaberg,Debit Card
1028,4/3/2025,1580.74,travel,Debit,"Snyder, Fitzgerald and Edwards",Charlesview,Credit Card
1028,4/23/2025,570.03,salary,Credit,Christensen-Peterson,West Melinda,Debit Card
1028,3/31/2025,2375.42,utilities,Debit,White Ltd,Moraton,ACH
1028,6/3/2025,957.19,utilities,Debit,Winters-Garcia,Rodriguezshire,Credit Card
1028,3/27/2025,896.76,entertainment,Debit,Palmer and Sons,Port Josephton,Credit Card
1028,4/22/2025,804.52,entertainment,Debit,"Jones, Schneider and Erickson",North Erica,Debit Card
1028,5/11/2025,2282.03,groceries,Debit,"Rojas, Stokes and Coleman",Juliafurt,Debit Card
1028,6/3/2025,2257.24,salary,Credit,Ali-Santana,Rodriguezshire,ACH
1028,5/27/2025,-259.94,salary,Credit,"Stephens, Ramirez and Murphy",Carlosport,Debit Card
1028,5/2/2025,311.92,entertainment,Debit,"Short, Sampson and Smith",Cynthiaside,Debit Card
1028,4/10/2025,2072.63,entertainment,Debit,Rocha-Ford,Patriciaport,ACH
1029,5/11/2025,131.71,travel,Debit,Mitchell Ltd,Brooksshire,ACH
1029,5/14/2025,1149.57,groceries,Debit,"Andersen, Flores and Cox",Alexandraburgh,ACH
1029,6/17/2025,2019.82,entertainment,Debit,Schwartz-Clark,West Jonathanville,ACH
1029,6/6/2025,2572.94,travel,Debit,Richardson-Tran,Port Jamesstad,Credit Card
1029,5/7/2025,961.85,rent,Debit,"Miller, Greer and Delacruz",West Malikfurt,Credit Card
1029,5/9/2025,2811.06,salary,Credit,Russell-Rivera,West Joshuaview,ACH
1029,5/17/2025,-497.56,salary,Credit,Andrews and Sons,Lake Sarahhaven,Debit Card
1029,3/26/2025,-67.42,salary,Credit,Martinez-Gordon,Leblancside,Credit Card
1029,6/12/2025,604.68,rent,Debit,"Lin, Galvan and Williams",South Brenda,Debit Card
1029,5/3/2025,105.4,rent,Debit,Garcia-Soto,North Tommymouth,Credit Card
1029,4/28/2025,759.08,entertainment,Debit,"Santiago, Simpson and Smith",East Steven,Credit Card
1029,5/4/2025,-185.83,groceries,Debit,"Snyder, Ferguson and Quinn",Barryborough,Credit Card
1029,5/29/2025,808.41,entertainment,Debit,"Hernandez, Gross and Curtis",South Mark,ACH
1029,3/28/2025,2603.3,travel,Debit,Osborne-Palmer,Peterville,ACH
1029,3/23/2025,573.68,entertainment,Debit,Thompson Ltd,Lake Daleside,Credit Card
1029,4/5/2025,-451.21,utilities,Debit,Byrd-Villanueva,South Glenstad,ACH
1029,5/4/2025,1100.24,entertainment,Debit,"Heath, Duke and Coleman",Port Monique,ACH
1029,4/12/2025,2093.77,utilities,Debit,"Garcia, Small and Craig",Port Ericburgh,Debit Card
1029,6/10/2025,2743.75,entertainment,Debit,Molina and Sons,Millerport,Credit Card
1029,3/23/2025,1418.85,rent,Debit,Nguyen and Sons,Ashleychester,Debit Card
1030,5/15/2025,-316.17,rent,Debit,"Ruiz, Lewis and Cruz",North Michaelashire,Debit Card
1030,5/6/2025,2378.41,groceries,Debit,"Carrillo, Ayala and Winters",Julieport,Debit Card
1030,6/2/2025,705,groceries,Debit,"Lee, Williams and Benitez",South Terri,Debit Card
1030,3/28/2025,387.53,salary,Credit,Hopkins-Romero,Jayhaven,ACH
1030,6/5/2025,327.11,entertainment,Debit,Baker-Miller,East Janetport,Credit Card
1030,6/6/2025,2953.92,groceries,Debit,"Barker, Olsen and Sims",South Alyssafurt,Credit Card
1030,5/30/2025,2887.68,groceries,Debit,Stone Ltd,South Robert,ACH
1030,4/3/2025,-377.72,utilities,Debit,Gilmore-Cooper,Alanton,Debit Card
1030,6/10/2025,1143.52,entertainment,Debit,"Smith, Garner and Chandler",Dayburgh,Debit Card
1030,5/29/2025,-469.71,utilities,Debit,Santos-Parrish,Gloriafort,Credit Card
1030,5/29/2025,747.5,salary,Credit,Higgins Inc,Hatfieldfort,ACH
1030,5/9/2025,1443.67,travel,Debit,Mcmillan-Owens,West Ricardoberg,Debit Card
1030,4/21/2025,2695.73,groceries,Debit,"Jenkins, Waller and Harper",Catherinetown,Credit Card
1030,6/2/2025,1572.81,groceries,Debit,"Mathews, Myers and Moran",North Katherine,ACH
1030,4/24/2025,1943.33,groceries,Debit,Smith LLC,North David,Debit Card
1030,5/27/2025,1849.05,rent,Debit,Lewis Ltd,East Julie,ACH
1030,6/16/2025,2047.36,entertainment,Debit,"Hicks, Hernandez and Newman",North Scottborough,Debit Card
1030,4/18/2025,1625.72,travel,Debit,"Davis, Williams and Reed",Millerside,Credit Card
1030,6/10/2025,1322.41,groceries,Debit,"Campbell, Cunningham and Garcia",Port Heather,Credit Card
1030,4/18/2025,-47.76,utilities,Debit,"Morgan, Wagner and Smith",New Chrisberg,Credit Card
1031,4/13/2025,-464.48,rent,Debit,Suarez-Garcia,Leslieview,Credit Card
1031,5/7/2025,694.07,rent,Debit,Bradley-Fowler,Jessicaview,ACH
1031,3/21/2025,-170.55,entertainment,Debit,"Thomas, Garrison and Singleton",Erinhaven,Credit Card
1031,3/22/2025,2106.34,utilities,Debit,Patel-Washington,North Adamtown,ACH
1031,6/6/2025,1214.79,groceries,Debit,Short Ltd,East Elaineburgh,Debit Card
1031,5/24/2025,1750.2,travel,Debit,Chambers-Jimenez,East Jennifer,Credit Card
1031,5/18/2025,1437.7,entertainment,Debit,"Bradley, Roberts and Le",Timothyborough,Debit Card
1031,4/15/2025,1668.42,utilities,Debit,Baldwin LLC,North Kevin,Credit Card
1031,5/5/2025,547.43,groceries,Debit,"Rodriguez, Butler and Noble",West Theresaberg,Credit Card
1031,4/7/2025,334.49,groceries,Debit,Reed PLC,South Julie,Credit Card
1031,5/12/2025,1070.19,entertainment,Debit,"Reid, Haley and Barrett",Lake Amyborough,Debit Card
1031,4/19/2025,437.45,utilities,Debit,Lowe Inc,Johnburgh,Credit Card
1031,6/12/2025,2887.25,rent,Debit,"Avery, Fernandez and Smith",Goodmanmouth,Credit Card
1031,4/13/2025,1014.41,rent,Debit,Graves LLC,East James,Debit Card
1031,3/25/2025,1578.54,travel,Debit,Heath-Butler,West Sandra,Credit Card
